,income
19305,1
43658,0
48516,0
13332,1
18498,1
37449,1
37468,1
2370,1
9508,1
36762,0
28148,1
26610,1
31212,1
19918,1
44318,0
29342,1
12382,1
717,1
33133,1
22367,1
6862,0
32853,1
39678,0
15115,1
47758,1
40928,1
6217,0
15168,1
46021,1
27539,1
18370,1
21970,1
5210,1
40265,1
14896,1
26008,1
26796,0
45489,0
6325,0
14717,0
55,0
46698,0
44765,1
25936,1
46533,1
5097,1
12537,1
8015,0
3974,1
6393,1
24146,1
38657,0
357,0
14253,0
20508,1
1164,0
11010,0
35949,0
18740,1
13000,1
5924,1
40003,1
20803,0
27733,1
45109,1
10957,1
4037,1
18143,0
21844,1
15075,0
39245,1
40246,1
30023,1
26457,0
11063,1
19910,1
11480,1
23987,0
20001,0
21902,0
9371,1
30930,1
33873,1
36000,1
37808,0
30979,0
47864,1
11201,0
40176,0
12516,1
16668,0
45859,1
7141,1
48814,1
47688,1
41537,1
14693,1
40441,1
3027,0
22527,0
24885,1
8375,1
13963,0
19193,0
18109,1
22149,1
9314,1
31656,1
15297,1
48235,0
43589,1
29301,1
22098,1
19927,1
43269,0
5890,1
608,1
43359,0
37967,1
30419,1
37932,1
7635,1
876,1
5965,0
8097,0
10455,0
38795,1
32672,1
2525,1
24806,1
33575,1
21833,0
36812,1
16790,0
47398,1
48212,0
14890,1
15871,1
12427,1
26943,0
45967,1
6573,0
19884,1
25964,1
8777,1
32173,0
35348,0
39814,1
47509,1
41976,1
29862,1
2113,1
15653,1
6180,1
14972,1
24001,1
3947,1
19301,1
47457,1
47695,1
28470,0
26944,1
26551,0
290,1
46490,1
39304,1
10717,1
26693,1
33222,1
3189,1
43639,1
32709,0
17138,1
48797,1
26683,0
46220,1
20577,1
48378,1
16445,1
11792,1
20233,1
42762,1
22297,1
26533,1
11305,1
15100,0
21676,1
36180,1
15237,1
5366,1
31658,1
45019,0
12160,1
17290,1
29457,1
29753,1
8481,1
16004,0
28111,0
43816,0
2023,1
4995,1
14951,1
45166,0
40711,1
41952,0
32273,1
1602,1
27751,1
26317,0
6751,0
21416,1
2044,1
26266,1
35452,1
9870,1
9913,1
30342,0
28068,1
4026,1
44492,1
4852,1
44805,1
31519,0
29026,1
4415,1
16206,0
7164,1
9907,1
45103,1
7480,1
45242,1
33006,0
42729,1
22691,0
35798,1
5465,1
4925,1
45432,0
46229,1
1747,1
42536,1
33669,1
3680,1
13633,1
43322,1
11988,1
5607,1
14867,0
39787,1
27250,1
1889,1
42878,1
33275,0
19916,1
13907,1
16275,1
38053,1
30490,0
11996,1
28023,1
23700,1
1612,0
8447,1
25635,1
15914,1
189,0
18213,1
11797,0
43646,1
29672,1
17596,1
17593,1
43282,1
45921,0
6537,0
36120,1
40676,1
47472,1
38185,1
10289,1
20225,1
11879,1
47091,1
14811,1
1349,1
37141,1
14146,1
21439,1
41463,1
24390,1
26126,1
34952,1
31760,1
44169,0
8975,0
2868,1
19666,1
21247,1
13048,1
27850,1
13515,1
36518,1
31382,1
7860,1
23339,1
14289,1
17571,1
46731,1
35703,1
18427,1
17742,1
4697,1
33281,1
33628,0
15433,1
32036,1
34527,1
31729,0
13286,1
23698,1
45953,1
3475,0
31125,0
5740,1
2453,1
1477,1
39664,0
40541,1
6044,1
13348,0
27666,1
44058,0
16936,0
8963,1
5154,1
40746,1
16531,1
3039,0
39730,0
33354,1
39942,0
1045,1
19581,1
10966,1
48320,1
25256,1
25359,0
14205,1
4690,1
27398,1
12265,1
20392,1
28978,0
46189,1
19089,1
40897,1
21850,1
1981,0
20573,1
39986,1
39395,0
3452,1
43982,0
21361,1
29763,0
1457,1
40806,1
34011,0
48828,1
31349,1
24536,0
9964,1
34299,1
36018,1
18913,0
11864,1
14815,0
39475,1
25077,1
30980,0
28114,1
3490,1
36380,0
13369,1
5984,1
16787,1
27687,0
45735,1
22835,1
16970,0
41403,1
40158,1
8381,1
21433,0
44579,1
37925,1
21342,1
28943,1
34022,1
11723,0
1459,0
44274,1
13362,1
1085,1
832,1
42388,1
44185,1
35502,1
43033,1
15082,0
32755,1
39284,1
7406,1
24717,1
23019,1
22724,1
44639,1
34788,1
34021,0
15221,1
34065,0
9603,1
43815,0
25933,0
5060,1
296,1
37532,1
42398,1
28107,0
43302,1
40850,1
39281,1
14398,1
35442,1
22543,0
44247,1
35594,0
19826,1
45157,1
26997,1
33008,1
16941,1
23726,0
24436,0
29157,0
20985,1
18006,0
24920,1
33771,1
30675,1
36027,0
40393,1
31182,0
3995,1
26788,1
46659,0
28411,1
47630,1
37644,0
47294,0
19694,1
21473,0
41158,1
27966,1
44847,1
12054,1
37335,1
46894,1
33705,1
29484,1
35105,1
46921,1
39781,1
32625,1
9282,1
24105,0
36118,1
17085,0
18219,0
40776,0
22910,0
42083,1
47081,0
47793,1
29288,1
37653,1
30423,1
8434,1
32092,0
24866,0
237,0
26241,1
17770,1
13038,0
13526,1
21586,1
44948,1
37450,1
6997,1
45660,1
5722,1
1171,1
12183,1
42258,0
41143,1
25507,1
26694,1
3108,0
34886,1
47412,1
231,1
41114,1
11196,1
38292,0
32884,1
13775,1
2231,1
33401,1
34137,0
16896,1
11881,1
12728,1
33737,1
1274,1
40057,1
19174,1
23643,1
59,1
37762,0
2496,1
15708,0
38094,1
16452,1
3054,1
15094,1
24906,0
24141,1
43785,0
31235,0
25981,1
38926,1
29272,1
8243,0
18155,0
12459,1
34915,1
41877,1
25461,1
23061,0
19296,1
31620,0
43932,0
36667,1
5975,1
25772,1
10176,1
9155,1
28735,0
48337,1
29980,1
44665,1
8993,1
46196,0
33423,1
35013,1
5716,1
9098,1
39091,0
48673,1
33486,1
1964,1
127,0
13858,0
15652,1
7399,1
6579,1
17097,1
42793,0
7960,1
43575,1
1120,1
4949,0
15544,1
2543,1
17612,0
8492,1
36367,1
43519,1
14355,1
17892,1
27121,1
25517,1
5374,0
9803,1
38062,1
35930,1
15646,1
8027,1
44345,1
14088,1
39396,1
48122,0
22239,1
9954,0
11242,1
41932,0
1574,1
32932,1
11781,0
31138,1
35851,0
17702,0
40696,1
34397,1
36827,1
29185,0
30799,0
15670,0
39278,1
8411,1
34597,1
5468,1
26862,1
41533,1
31703,0
16316,1
45681,1
32742,0
16866,1
33949,1
20981,1
43462,1
37926,0
46154,1
19670,1
40271,1
34902,0
39739,1
41852,1
21255,0
28896,0
37420,1
42200,1
46143,1
9682,1
16582,1
40736,0
42585,1
22737,0
34637,1
31609,0
10970,1
20106,0
11993,1
3383,1
22708,0
37746,1
30407,1
82,1
23227,1
14279,0
43569,1
16903,0
3738,1
16097,1
5627,1
6799,1
43680,0
25214,1
47278,0
9983,1
38123,1
14413,1
17286,0
1585,0
32839,0
13074,1
40089,0
37768,0
34901,0
5356,1
35916,1
32022,1
15836,1
48248,0
30961,0
12248,0
10076,1
41511,0
19064,1
31130,0
29524,1
32400,0
10297,1
4291,1
33632,1
27692,0
19372,1
39209,1
2345,0
2890,1
29263,1
19784,1
15218,1
34571,1
43718,1
28441,1
17566,0
10906,0
19838,1
21490,1
29569,1
32926,0
16427,1
44158,1
3717,1
10530,1
42145,1
33214,1
45773,1
32459,1
31472,1
9351,1
21917,1
22182,1
48178,1
42230,1
25838,0
26122,0
71,1
34835,0
24655,1
14988,1
40466,1
5093,1
45730,1
36853,0
25855,0
10920,0
33630,0
44846,1
2619,1
37227,1
43295,1
4706,1
44707,1
35931,1
12436,1
6639,0
30744,1
6937,1
16702,0
19289,1
48322,1
10636,1
26618,1
41050,0
26728,1
1210,0
27131,1
17374,1
38790,0
35808,0
34625,1
28015,1
5419,1
353,1
25852,0
45626,1
45183,0
8432,1
23293,1
18984,1
18060,1
39322,0
33461,0
45297,0
6612,1
31318,1
6919,1
9971,1
22758,1
7430,1
30307,1
24158,1
21835,1
32609,1
10979,1
32880,0
41786,1
2142,1
39272,1
15603,1
14171,1
40282,1
9055,1
33617,1
37342,0
47,1
16054,0
30527,1
44596,1
36773,1
42907,0
18992,1
13848,1
2672,1
38905,0
6176,1
44972,1
35251,0
28767,1
48696,1
45951,1
48401,0
45526,0
28388,1
16583,1
15729,1
8274,1
40554,1
24440,0
1728,0
25180,0
24831,1
20132,0
10945,0
13976,1
34720,1
3424,1
5256,1
35279,1
2645,1
26765,0
32479,1
27955,1
12835,1
16547,1
27520,0
23980,1
5486,1
25765,0
20692,1
43318,1
14958,0
24181,1
16312,1
29494,1
30668,1
40288,1
34229,1
19735,1
44999,0
5700,1
25173,1
21945,0
35789,1
2465,0
47697,1
26580,1
42160,1
25718,0
28045,1
30232,1
46463,1
37701,1
33389,0
18105,1
10541,1
48826,0
31168,1
15068,0
37937,1
815,1
18045,1
43603,1
25138,1
45407,1
30584,1
28142,1
48302,0
8507,1
39676,0
34290,1
48382,1
39582,1
13184,1
668,1
25006,0
40362,1
8628,0
26226,1
42334,1
40895,1
5071,1
38111,0
17517,1
41586,1
16522,1
14673,1
16943,1
19789,0
12418,1
42331,1
39349,0
35346,1
36975,1
32829,1
48038,1
4926,1
4965,1
7184,0
38421,1
38875,1
29449,1
29959,1
30667,0
24736,1
24686,1
31329,1
38175,1
43096,0
25485,1
29235,1
508,1
32564,0
14333,1
33448,0
11982,1
29727,1
41369,1
15711,1
20509,1
32725,0
14922,0
31900,1
17774,1
37798,0
28271,1
34793,0
31682,1
39974,1
7743,1
41355,1
12080,1
26960,1
14162,1
33294,1
46901,1
17236,1
20551,1
3687,1
4599,0
10348,1
24320,0
39027,1
38973,1
47063,1
9107,1
19989,1
45155,1
23926,0
1694,1
44162,0
17328,1
46881,0
18862,1
12824,1
30735,0
40243,1
5626,1
26290,1
2225,1
41695,1
4351,0
535,1
7596,1
7957,1
7176,1
42886,1
29155,1
241,1
41689,1
14804,1
38099,1
15107,1
14714,0
9572,1
38266,0
18511,0
14910,1
29931,1
11560,1
38005,1
14718,1
44994,1
46964,1
21210,0
40873,1
7441,0
40909,0
31004,1
17732,0
31103,1
3278,0
30982,0
10129,1
6879,0
12777,1
47666,0
14654,1
48332,0
11434,0
23149,1
8044,1
23118,1
8570,1
28389,0
9567,0
26659,1
20087,1
40832,1
43422,1
29496,1
40136,1
33915,0
15675,1
1801,1
19791,0
34761,0
46409,1
41106,1
27464,0
11702,1
19944,0
19481,1
40213,0
36643,1
44235,1
44187,0
27943,1
48344,1
27209,1
15788,1
9317,1
38366,1
41394,1
4652,1
20845,1
16719,0
39735,0
27864,1
351,1
9650,1
42600,1
45276,1
46287,1
27773,1
42297,1
38896,1
9458,1
6925,0
31008,0
47849,1
40344,1
35246,1
42399,1
5073,0
15333,1
20209,1
20026,1
21476,0
11235,1
29317,1
6583,1
46675,1
39321,0
30859,1
33525,0
10803,1
40210,0
17134,0
43355,1
24185,1
12079,1
9039,1
13218,1
30895,1
41870,1
2914,1
38870,1
11845,1
37627,1
1939,1
35696,1
26653,1
44366,1
25833,1
47887,1
3164,0
28825,1
9006,1
39663,1
22596,0
41111,0
1365,1
45757,1
30368,1
2424,1
48685,1
26947,1
21330,1
30360,1
10140,0
20609,0
39591,1
10887,0
35719,0
44763,1
7754,1
1400,1
4751,1
15083,1
3502,0
3361,1
32892,1
2317,1
29248,0
24423,1
10191,1
18112,0
15556,0
1030,1
3894,0
21927,0
43297,0
26341,1
13715,1
9035,1
25218,1
7696,0
20009,1
21636,1
28424,1
3724,0
42552,1
27582,0
5208,1
21197,1
18226,1
17481,1
3287,1
22672,1
27588,1
7171,1
3888,1
37045,1
8535,1
15522,1
41822,1
17409,0
33171,1
39771,1
23456,1
20155,1
20054,1
27325,1
46226,0
14945,1
15766,1
43683,1
18533,1
7131,0
9986,1
23706,0
6905,1
2582,1
16063,1
22175,1
3573,1
41200,1
1643,0
10183,1
632,0
40868,1
45604,0
24250,0
47754,1
31911,0
34684,1
27638,1
2076,1
9328,1
14153,1
19841,1
48559,1
37258,0
20915,1
40361,1
3181,1
18742,1
9378,0
23472,1
33696,1
40095,1
33400,1
30012,0
35874,0
46532,0
33167,1
10170,1
39183,1
30453,1
25615,1
28831,1
18605,1
34315,1
13343,0
12959,1
20264,1
8656,0
32883,1
21034,1
39877,1
22684,0
2682,1
21463,1
9989,1
21165,1
30446,1
41008,1
20015,1
43235,1
44429,0
13450,1
38662,1
8540,0
20062,1
12316,1
45848,1
19861,0
40497,1
29707,1
31406,0
27253,1
44232,1
36107,1
20470,1
34526,1
1848,1
28717,0
48812,1
34643,0
8935,1
33382,1
29344,1
37236,0
40791,0
5160,0
45980,1
5193,1
16595,1
1576,1
26120,1
15296,0
39924,1
14266,0
45605,1
18875,1
8816,0
40256,1
34411,1
47264,0
21935,1
21003,1
10781,1
41754,0
19645,1
26161,0
11901,1
41153,1
7020,1
24830,1
42485,1
4654,0
46955,1
8814,0
34794,0
26513,1
14167,1
43991,1
34281,0
27609,1
36608,1
32097,1
6144,1
12551,1
38736,1
46527,1
36724,0
26831,1
32499,1
41665,1
29591,0
17449,1
28146,1
18830,1
27936,1
23525,1
7959,0
4465,0
30487,1
41374,1
4981,1
14228,0
406,1
21804,1
10578,1
2731,0
4506,1
9875,1
35781,1
17031,1
47231,1
19437,0
16506,1
6866,1
22582,1
24986,1
48327,1
33480,1
19208,0
15470,0
32899,1
16376,1
8200,1
27313,1
885,1
14678,1
14170,1
13676,1
41686,1
35955,1
7548,1
47276,1
17162,1
8724,1
27785,1
12401,1
42543,1
19050,1
13449,1
40935,0
5758,1
30920,1
28147,1
36373,1
98,1
27542,1
7575,1
11898,1
29490,1
31888,1
7090,0
34154,1
9815,1
20376,0
32833,0
27654,1
12772,1
13206,0
31957,1
39185,1
44907,1
3082,1
19165,1
41100,1
18595,1
15786,1
42161,0
2553,1
11600,0
13849,1
17210,0
41055,1
41221,1
4620,1
47168,0
19846,1
27514,1
37732,1
19876,1
30439,1
21967,1
40331,1
15950,1
9660,0
8050,1
15028,1
44237,1
12383,0
12424,1
11304,1
14983,1
31417,0
27456,0
35357,1
23842,1
38109,1
42510,0
4569,1
31326,1
18186,1
30478,1
554,0
21830,1
17376,1
24244,1
46284,1
31884,0
36540,1
37890,1
4801,1
37143,1
9073,1
33268,1
42701,1
32708,0
11468,0
37782,1
21435,0
12680,0
671,1
27671,1
5075,0
27673,1
14580,1
48606,1
40390,1
48040,1
29829,0
38889,0
4103,1
20838,1
5418,0
11603,1
17221,1
34238,1
4561,1
9416,0
43993,1
37914,1
12422,1
21134,1
2359,1
48144,1
9946,0
22351,1
30432,0
39636,1
41924,1
16039,0
40196,1
1844,1
28869,1
1055,1
20369,1
31332,1
34296,1
19053,1
40940,1
36944,1
14798,1
2810,1
47797,1
41694,1
45193,0
48102,0
30332,1
48597,1
15363,1
9455,1
3869,1
44587,1
21200,1
28040,1
42462,1
43126,1
28976,1
5714,1
15170,1
5990,1
16504,1
21284,1
7749,1
6889,1
26113,1
16859,1
29110,1
41108,1
31538,1
37043,0
4249,1
45485,0
28750,1
19769,1
30931,1
28345,1
11541,0
3317,0
21236,1
15183,1
23102,1
44183,1
23147,1
5629,1
20671,1
44835,0
7756,1
13075,1
45910,1
41625,1
30379,1
43769,1
13424,1
38554,1
10430,1
27026,1
5549,1
10738,1
10082,0
36106,0
21430,0
28507,1
12318,1
41006,1
35543,1
1106,1
1842,1
28753,1
11418,1
5825,1
40206,1
42860,1
3193,1
41488,1
19723,1
24128,0
36715,0
19562,1
39806,0
46347,1
6319,1
20740,1
24479,1
30203,0
8495,1
44859,1
23021,1
31381,1
13408,1
31529,1
7712,1
29835,1
689,1
36791,1
650,1
28498,1
40046,1
31314,1
17570,1
2218,1
35944,1
8259,1
18049,1
20912,1
12588,1
45397,1
16794,1
4475,0
3261,1
37159,1
45226,1
44382,0
36523,0
5767,0
1810,1
32638,1
6384,0
43311,1
37183,0
47430,0
22084,1
9885,1
40882,0
48026,1
26982,0
17459,1
20842,1
32180,1
32523,1
6605,1
26323,0
44903,1
18709,0
15695,1
36385,1
46058,1
26569,1
23027,1
5624,0
7745,0
22600,1
37452,0
11073,1
33211,1
37162,1
29346,1
13757,1
22864,1
28687,0
22567,1
24370,1
6429,0
3886,0
28623,1
40822,1
7586,1
38838,1
29488,1
8173,0
35534,1
17237,1
21098,1
38523,1
30733,1
45322,0
39685,1
16568,1
44785,0
10290,0
31129,1
37419,1
45602,1
27323,1
9181,1
26541,0
38172,1
17219,1
5717,0
21321,1
8062,1
36732,1
26968,1
44389,1
37355,1
9398,1
32430,1
34219,1
11548,1
1991,1
21575,1
27523,1
32984,1
35577,1
40010,0
22096,1
4953,0
31575,1
20669,1
26343,0
6349,0
48620,1
36943,0
37965,0
21958,1
34692,1
16489,0
17020,1
18139,1
27111,1
7769,1
17457,1
3842,1
19172,1
46537,0
5303,1
37023,0
22712,1
2119,1
1439,0
30495,1
12511,1
19925,0
3129,0
6414,0
15622,1
22383,1
45092,1
2877,1
18499,1
21895,1
40241,1
34995,1
7689,1
13790,1
38943,0
18877,1
2437,1
18457,0
3173,1
28152,1
5051,0
3422,1
46281,1
12664,1
42065,0
3736,1
40005,1
18736,1
34387,1
31498,1
25970,1
18088,1
258,1
38050,1
10367,0
9482,1
39522,1
40762,1
35856,0
2402,1
15149,1
38573,0
25785,0
26818,1
3401,0
31849,1
30661,0
44098,1
45917,1
44179,0
30168,1
15142,1
10528,0
16895,1
25878,1
3275,1
2792,1
15672,1
39801,1
12121,1
40244,1
9136,1
36146,1
18415,1
10281,1
42999,1
28415,1
18781,1
31560,1
22314,1
3377,1
27374,1
762,1
12974,1
157,1
39094,1
25192,1
39883,0
40719,1
25809,0
1945,0
48303,0
40385,1
28680,0
3230,0
22446,1
46500,0
12191,1
10056,1
6786,1
30438,0
39588,0
35213,0
20448,1
44953,1
29129,1
17152,1
26193,0
32157,1
16979,0
9790,1
47320,1
27177,1
3170,1
17532,1
21166,1
41813,1
47612,0
20992,0
15209,1
43391,1
37505,0
21246,1
25686,1
198,0
28836,1
21780,1
36835,1
36208,1
30271,1
3266,1
32194,1
7185,1
2420,0
1383,1
11521,0
43974,1
4624,1
22147,1
2733,1
36382,1
41358,1
17038,1
42575,1
1076,1
37326,1
13761,1
20638,0
39456,1
14856,0
11576,0
8178,1
25241,1
43746,1
3346,1
47808,1
41942,1
14520,1
12648,1
41287,1
32803,1
14334,1
35347,1
29515,1
5084,1
6450,1
19899,1
36127,1
1411,1
32382,1
25798,1
12255,0
26511,1
29933,1
30725,1
37791,1
10007,1
46779,1
7044,1
36,1
22763,1
3444,1
34765,1
11778,1
17178,1
37046,1
47657,0
40009,1
1549,1
25417,1
44813,1
24909,1
2611,1
11069,0
12423,1
17222,1
19806,1
6916,1
8773,0
23164,0
23505,0
27280,1
22163,1
9421,1
41720,1
46170,1
15696,1
48532,1
10694,1
40663,1
14085,1
23058,1
44564,0
7474,1
42903,1
12991,1
2150,1
31405,0
48783,1
43910,1
45743,1
40917,1
9374,1
35054,1
19608,1
25555,1
709,1
3419,1
32350,1
7684,1
27242,1
28192,1
12660,1
1873,1
20078,1
45898,1
21499,1
30171,1
8071,1
7403,0
31791,1
9106,1
18270,0
30002,1
29734,1
4462,1
30579,1
33926,1
9724,1
29686,1
1219,0
20280,1
36183,1
22742,1
25353,1
12881,1
4876,1
22751,1
4527,1
43631,1
32373,1
31684,0
8861,1
48647,1
40534,1
8783,1
43670,1
8122,1
45504,1
43755,1
47497,1
10572,1
3253,1
31113,1
12861,1
30532,1
35049,1
29717,0
19224,1
26740,1
34453,0
23458,1
13641,0
9972,0
3879,0
34402,1
16181,1
38443,0
46446,1
8788,1
4338,0
39289,1
35359,0
42187,0
30623,1
11766,1
29406,0
1998,0
42058,1
25476,0
26753,1
2328,1
12028,1
33896,1
9034,1
26729,0
6083,1
36392,1
30582,1
38458,1
28945,1
16476,1
6849,0
21953,1
36504,1
28966,0
34999,0
38879,1
6946,1
5368,0
21061,1
45690,1
39023,0
1943,0
19773,1
4443,0
41010,0
13287,0
13724,1
27113,1
40405,1
16191,1
9497,1
15020,1
40559,0
9464,1
29578,0
17080,1
39927,0
6109,1
25957,1
35178,1
41767,0
26150,0
44831,1
40494,0
34196,1
47356,1
43573,1
4501,1
3830,1
17250,1
2577,1
10322,1
25937,1
12379,1
44896,1
5962,1
29711,1
7526,1
25669,1
3895,0
38107,1
32957,0
47950,1
48169,1
28377,1
31226,0
19384,1
5148,1
29594,1
46690,0
9121,1
9834,1
37940,1
31589,1
43460,1
3694,1
39764,1
22404,1
37915,1
39878,1
16073,1
13612,1
46078,0
26690,1
10569,1
47250,1
45781,0
22675,0
29100,1
39504,1
27337,1
26568,1
26366,0
44443,1
5294,1
9732,1
38343,1
35229,1
32343,1
31042,0
5399,1
17696,1
28953,1
34928,1
46899,0
1432,0
37584,1
6097,1
14839,0
21356,1
46384,1
32355,1
9780,0
42943,1
20690,0
35592,1
41296,1
25715,0
10644,1
5355,1
38500,1
12140,1
10643,1
1528,0
37854,1
14329,1
19248,1
27430,1
29586,1
30146,1
30105,1
16378,1
26921,1
22285,0
36761,1
17550,1
15048,1
32260,0
39158,1
8066,1
19734,1
30953,1
34575,1
18216,1
21048,1
1094,1
6310,0
21333,0
24182,1
18201,1
42750,1
8310,1
25680,0
11203,0
16872,1
1353,1
15957,1
31508,1
39365,1
32240,1
18601,1
19966,1
4180,1
8400,0
6981,1
11451,1
37156,1
12611,1
20682,1
44212,1
29687,1
24558,1
42112,1
17421,0
499,1
42591,1
11931,0
31091,1
41445,1
23856,1
14713,1
19606,1
21806,0
1124,1
8829,0
9030,1
19652,1
22344,1
25129,0
9721,1
18419,1
42217,1
37692,1
15687,1
19602,1
36587,1
44464,1
8676,1
46503,1
46180,1
19664,1
22648,1
33662,1
31230,1
38472,1
15413,1
27041,0
18433,0
17544,0
47202,1
48232,1
31885,1
38611,1
727,1
22695,1
20497,1
16741,1
44325,1
40531,1
2855,1
30678,1
22719,1
7626,1
7478,1
39119,1
28639,1
16945,0
13418,1
15982,1
44924,1
10066,1
7566,1
953,1
46057,1
3071,0
38958,0
10128,1
3117,1
37939,1
1148,0
48504,1
428,0
28049,1
22613,0
36942,1
11918,0
10946,1
22877,1
15690,1
47089,1
15635,1
4136,1
17957,0
42118,1
31512,0
23590,0
35371,1
32793,1
8023,0
26302,1
44422,1
2712,1
1463,0
36689,0
48756,1
28847,1
33946,1
14689,1
34332,1
47717,1
28625,1
8624,1
8919,0
36836,0
17803,1
2041,1
6472,1
38628,1
33679,0
34407,0
35854,1
6278,1
25035,0
22486,0
42567,1
23516,1
42506,1
36694,1
35561,1
35947,1
48150,1
46124,1
29592,0
29038,0
45086,1
37645,1
16974,0
36633,0
7134,0
23946,1
15219,1
30663,1
9326,1
29710,1
31803,1
31623,0
37253,1
33043,1
3926,0
4717,0
39649,0
40916,1
48289,1
38423,1
41915,1
8754,1
37613,1
31663,1
45543,0
45480,1
11072,1
44215,1
29264,0
3863,1
4257,0
25590,1
36582,1
6928,1
17370,0
4908,0
10971,1
31600,1
26043,1
18873,0
16032,0
17862,0
37083,1
35305,1
8569,1
10061,0
48283,1
311,0
39910,0
45391,1
23680,1
18097,1
21315,0
9826,0
19037,0
25258,1
29028,1
13732,1
33478,0
3870,1
22912,0
15190,1
17528,1
40684,1
24737,1
31216,0
47062,1
18577,1
6405,1
29466,1
9788,1
8249,0
42358,1
19478,1
36586,1
13516,0
41429,1
24629,1
2239,1
43938,0
2617,1
43481,0
7637,1
7649,0
17006,1
43675,1
23598,0
20816,0
18575,0
9587,1
35453,0
11395,1
10508,0
37054,1
32645,1
36201,1
7759,1
40338,1
26675,0
36099,0
20881,1
18675,0
15488,1
393,0
20314,1
44072,0
2302,1
6264,0
26970,1
19347,0
35419,1
30727,1
47714,1
33466,1
43682,1
35760,1
25860,1
44300,1
8043,1
31635,1
1456,1
14671,0
45686,0
6020,0
9220,1
13843,1
15447,0
931,1
20790,1
25150,0
8358,1
9584,1
44661,1
15524,0
21598,1
27606,1
37151,1
10784,1
37435,1
26987,0
14955,1
22987,0
32073,1
11314,0
32657,1
5041,1
42115,1
28109,1
26806,0
16667,0
45810,0
47968,1
31722,1
27875,1
10469,1
12542,1
43397,0
19398,1
37259,0
20343,0
14931,1
26847,1
41508,1
37962,1
35314,0
23216,1
20137,0
1281,0
30710,1
5342,1
35366,1
6921,1
43021,1
29292,0
25640,0
35275,1
6199,0
1398,1
43393,0
28884,1
34624,0
45923,1
26013,1
30204,1
19099,1
3151,1
10785,1
2033,1
7599,0
48676,0
2016,1
47654,1
26758,1
34512,1
32122,1
22489,1
35515,1
45747,1
25645,1
1693,0
8230,1
27160,0
13713,1
37212,0
40380,1
27306,1
13303,0
32893,0
19807,0
18526,1
45886,1
36552,1
5793,0
20747,1
26400,0
33233,1
19452,1
36661,1
12157,0
40845,1
42431,1
9150,0
2892,1
2697,1
36126,1
19883,1
6193,1
28243,0
28278,1
28906,1
30813,1
12663,1
34126,0
14595,1
1014,1
15843,1
42049,0
35338,1
40596,0
47870,1
2978,1
9796,1
14613,1
5946,1
8299,1
41177,0
22368,1
10652,1
12606,0
40428,1
7660,1
28743,1
9944,1
39378,1
4999,1
41309,1
47050,1
11367,1
30914,1
4010,1
24180,0
44017,1
29078,1
18946,1
46505,1
5675,1
6436,1
39107,0
32433,1
16700,0
40650,0
48752,1
11387,1
2005,1
10097,1
17725,1
38089,0
15464,1
45957,1
23317,0
44604,1
38540,1
9996,1
26147,1
47310,1
23627,0
1334,0
18914,0
21106,1
26902,1
19175,1
43205,1
27957,1
11970,1
1584,1
20226,0
16072,1
33027,0
43463,1
40947,1
26421,1
3737,1
45527,0
32284,1
46303,1
670,1
33826,1
34998,0
41841,0
43290,1
46258,1
42714,1
37295,1
25773,1
1329,1
20453,1
2059,1
5279,1
18296,1
37560,0
36371,1
35412,0
11752,0
12097,1
15214,1
20504,1
11231,1
40106,0
33484,1
34757,1
3391,1
36189,1
29728,1
1792,1
31598,1
27509,1
47450,1
30051,1
28325,0
9916,0
40981,0
44402,1
13608,1
16734,1
29265,0
13059,1
41575,1
10463,1
28634,1
48317,1
48724,1
22439,0
14675,1
564,0
36994,1
34003,0
47791,1
22921,1
20926,1
3864,0
25437,0
8026,0
29141,1
6694,1
21822,1
44885,0
33888,1
12844,1
29878,0
15709,1
5038,1
27512,1
28653,1
12755,1
21010,1
1832,1
23881,1
825,0
36054,1
1797,1
318,1
45313,1
13890,1
39186,1
21031,1
15573,1
24749,0
8670,1
22042,1
37168,1
32727,0
40691,0
44493,1
10202,0
42628,1
43300,1
28056,1
42038,0
10316,1
4299,1
3580,0
35717,1
28718,0
45984,1
41651,1
46198,1
20540,1
35117,1
24348,0
14252,1
18082,1
2195,1
32288,1
38660,1
16296,1
46120,0
31173,1
6759,1
41776,1
33250,1
30343,0
35836,1
27550,0
38607,0
40664,1
47406,1
7529,0
12781,1
17844,1
44580,1
33099,0
42289,1
7451,1
1771,0
16402,1
47901,1
8467,0
45688,1
13347,1
11893,1
46681,1
40879,1
47056,1
37755,1
45692,1
16066,1
40499,1
14225,1
17,1
20539,1
33162,1
18294,1
15951,1
3942,1
38051,1
8819,1
28724,0
6321,1
2916,1
12964,0
10064,1
13973,1
19776,1
22181,0
38765,0
46023,0
5655,1
23817,1
27856,0
19211,1
30299,1
29340,1
48582,0
47777,1
20154,1
28522,0
32010,1
16478,1
30805,0
40275,1
5377,0
29895,1
13894,1
36459,1
2068,0
21911,1
1781,1
164,0
32843,1
17954,1
18367,1
42197,1
3749,0
8292,1
40491,1
17369,1
9404,1
21016,0
48398,1
31487,1
10849,0
12146,1
32830,1
38287,1
33638,1
17380,1
13356,1
15659,1
14644,0
5951,1
27695,1
7053,1
19643,0
16634,1
13728,1
12310,1
4246,0
47943,1
3384,0
21132,0
32013,1
43956,0
10470,1
9093,0
32864,1
48242,0
30087,1
24493,0
35225,0
7215,0
